ID,Source Type,Source Name,Source IP,User ID,Username,Domain,Action,Status,Auth Method,Client IP,Client Port,Server IP,Server Port,Session ID,User Agent,Timestamp,Created At,Is Encrypted,Retention Date,Details
3602272b-8d43-4bf0-849d-228efdf97ce0,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGOUT,SUCCESS,TOKEN,127.0.0.1,,,,,,2025-07-21 16:30:07.287607+00:00,2025-07-21 16:30:07.291970+00:00,True,2025-10-19 16:30:07.287765+00:00,ไม่สามารถถอดรหัสได้
0131f017-f820-4f14-85d0-9f5acc6fa18b,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-21 16:14:46.851198+00:00,2025-07-21 16:14:46.858253+00:00,True,2025-10-19 16:14:46.851342+00:00,ไม่สามารถถอดรหัสได้
9db59e0d-33e2-481b-95b7-45b366929273,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-21 04:02:29.173893+00:00,2025-07-21 04:02:29.178779+00:00,True,2025-10-19 04:02:29.174060+00:00,ไม่สามารถถอดรหัสได้
32e900b7-8437-465c-8f69-aa81e4c663cf,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 19:32:21.318360+00:00,2025-07-20 19:32:21.320713+00:00,True,2025-10-18 19:32:21.318396+00:00,ไม่สามารถถอดรหัสได้
765e4c33-dd16-432b-821e-9c98f8f96229,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGOUT,SUCCESS,TOKEN,127.0.0.1,,,,,,2025-07-20 19:31:50.277258+00:00,2025-07-20 19:31:50.287232+00:00,True,2025-10-18 19:31:50.277488+00:00,ไม่สามารถถอดรหัสได้
5275f015-ab87-4899-910f-06c3bd35662d,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 19:27:39.743027+00:00,2025-07-20 19:27:39.750723+00:00,True,2025-10-18 19:27:39.743113+00:00,ไม่สามารถถอดรหัสได้
6acffd51-0920-496b-ae4d-05bd8ba23365,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 19:26:22.618278+00:00,2025-07-20 19:26:22.621892+00:00,True,2025-10-18 19:26:22.618378+00:00,ไม่สามารถถอดรหัสได้
0ae9775b-dda5-4b38-bdce-f367c38572fe,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGOUT,SUCCESS,TOKEN,127.0.0.1,,,,,,2025-07-20 19:25:25.827414+00:00,2025-07-20 19:25:25.832118+00:00,True,2025-10-18 19:25:25.827614+00:00,ไม่สามารถถอดรหัสได้
defb3dfc-cfde-4dfe-b0c4-223803bd7c63,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 19:12:09.506852+00:00,2025-07-20 19:12:09.530550+00:00,True,2025-10-18 19:12:09.506976+00:00,ไม่สามารถถอดรหัสได้
e76e464f-9f2c-4051-97e5-ea202af936ad,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGOUT,SUCCESS,TOKEN,127.0.0.1,,,,,,2025-07-20 19:09:03.075343+00:00,2025-07-20 19:09:03.079489+00:00,True,2025-10-18 19:09:03.075572+00:00,ไม่สามารถถอดรหัสได้
552882d8-dd45-4bfd-b821-d2dba25f7d5f,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 19:07:14.847444+00:00,2025-07-20 19:07:14.855320+00:00,True,2025-10-18 19:07:14.847549+00:00,ไม่สามารถถอดรหัสได้
a77cb57c-9891-42b1-b5d2-63b28aedd77b,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGOUT,SUCCESS,TOKEN,127.0.0.1,,,,,,2025-07-20 19:04:03.209585+00:00,2025-07-20 19:04:03.213385+00:00,True,2025-10-18 19:04:03.209744+00:00,ไม่สามารถถอดรหัสได้
c7823aa8-95e9-4489-97b0-572feaf07002,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 18:52:18.423293+00:00,2025-07-20 18:52:18.429743+00:00,True,2025-10-18 18:52:18.423402+00:00,ไม่สามารถถอดรหัสได้
6b0d8d27-c791-4f73-b520-6180aa2886d9,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGOUT,SUCCESS,TOKEN,127.0.0.1,,,,,,2025-07-20 18:47:45.834442+00:00,2025-07-20 18:47:45.840018+00:00,True,2025-10-18 18:47:45.834707+00:00,ไม่สามารถถอดรหัสได้
47ccc12b-00de-46ab-99bb-40a9304fb07c,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 18:30:49.911674+00:00,2025-07-20 18:30:49.912752+00:00,True,2025-10-18 18:30:49.911694+00:00,ไม่สามารถถอดรหัสได้
3db55837-e905-4ce7-aeb5-d111bdf2871e,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGOUT,SUCCESS,TOKEN,127.0.0.1,,,,,,2025-07-20 18:30:44.464192+00:00,2025-07-20 18:30:44.481416+00:00,True,2025-10-18 18:30:44.464625+00:00,ไม่สามารถถอดรหัสได้
dc9c5cbd-81f6-4ee0-94c4-19f99127223b,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 18:23:39.203863+00:00,2025-07-20 18:23:39.206214+00:00,True,2025-10-18 18:23:39.203887+00:00,ไม่สามารถถอดรหัสได้
e8b813f2-77db-455d-9d36-0151d3283b2a,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGOUT,SUCCESS,TOKEN,127.0.0.1,,,,,,2025-07-20 18:23:32.682745+00:00,2025-07-20 18:23:32.695744+00:00,True,2025-10-18 18:23:32.683028+00:00,ไม่สามารถถอดรหัสได้
efde6aed-0ab3-42e7-b797-58c958eb0429,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 17:57:42.273857+00:00,2025-07-20 17:57:42.277136+00:00,True,2025-10-18 17:57:42.273904+00:00,ไม่สามารถถอดรหัสได้
a91282b3-47c9-4d61-8624-2f4b963b362b,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGOUT,SUCCESS,TOKEN,127.0.0.1,,,,,,2025-07-20 17:57:31.606416+00:00,2025-07-20 17:57:31.611551+00:00,True,2025-10-18 17:57:31.606581+00:00,ไม่สามารถถอดรหัสได้
2df11e3c-f268-484b-b3c0-a1656412ad2f,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 17:55:17.398667+00:00,2025-07-20 17:55:17.399932+00:00,True,2025-10-18 17:55:17.398694+00:00,ไม่สามารถถอดรหัสได้
09d60e7a-eaa5-4bf0-bdca-27c5d4c640f1,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGOUT,SUCCESS,TOKEN,127.0.0.1,,,,,,2025-07-20 17:55:07.341712+00:00,2025-07-20 17:55:07.351592+00:00,True,2025-10-18 17:55:07.341912+00:00,ไม่สามารถถอดรหัสได้
2a6d921a-43cf-4db4-aa5e-4ddcd4c4fd00,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 17:36:41.609170+00:00,2025-07-20 17:36:41.610593+00:00,True,2025-10-18 17:36:41.609200+00:00,ไม่สามารถถอดรหัสได้
7b982384-1767-4166-acf8-5ec5ec195c7e,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGOUT,SUCCESS,TOKEN,127.0.0.1,,,,,,2025-07-20 17:35:41.022172+00:00,2025-07-20 17:35:41.023900+00:00,True,2025-10-18 17:35:41.022268+00:00,ไม่สามารถถอดรหัสได้
052ab701-a8fb-47ab-be9e-b722c247e7a9,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 17:34:14.416057+00:00,2025-07-20 17:34:14.428917+00:00,True,2025-10-18 17:34:14.416152+00:00,ไม่สามารถถอดรหัสได้
d5da27e4-4d41-4855-9642-ebc77336ca23,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 17:02:15.467742+00:00,2025-07-20 17:02:15.482792+00:00,True,2025-10-18 17:02:15.467837+00:00,ไม่สามารถถอดรหัสได้
164a3125-ff79-4154-9641-186c182dbf32,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 16:23:56.911418+00:00,2025-07-20 16:23:56.917165+00:00,True,2025-10-18 16:23:56.911485+00:00,ไม่สามารถถอดรหัสได้
eb680f9d-e511-48d6-89f2-55a67f5b094d,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 16:07:34.179444+00:00,2025-07-20 16:07:34.182010+00:00,True,2025-10-18 16:07:34.179519+00:00,ไม่สามารถถอดรหัสได้
d9d61a39-f3fd-4ee6-af13-24a47f9919ef,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 16:05:22.439511+00:00,2025-07-20 16:05:22.445368+00:00,True,2025-10-18 16:05:22.439586+00:00,ไม่สามารถถอดรหัสได้
e6e1558a-1d34-464c-916c-95cc6829cb4b,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 16:03:48.352113+00:00,2025-07-20 16:03:48.362513+00:00,True,2025-10-18 16:03:48.352181+00:00,ไม่สามารถถอดรหัสได้
3bb25d9b-17c2-47c8-ba7c-a0d8004f2284,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 16:01:54.236005+00:00,2025-07-20 16:01:54.236795+00:00,True,2025-10-18 16:01:54.236024+00:00,ไม่สามารถถอดรหัสได้
250b3e4e-2476-46a9-88df-15cc562d73b4,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 16:01:47.311475+00:00,2025-07-20 16:01:47.313093+00:00,True,2025-10-18 16:01:47.311515+00:00,ไม่สามารถถอดรหัสได้
daaa971f-6437-446a-a5f0-db0203108e09,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 16:00:31.269554+00:00,2025-07-20 16:00:31.272863+00:00,True,2025-10-18 16:00:31.269588+00:00,ไม่สามารถถอดรหัสได้
85db453e-face-4916-abf9-d9ea3b039f9e,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 16:00:02.716003+00:00,2025-07-20 16:00:02.721056+00:00,True,2025-10-18 16:00:02.716076+00:00,ไม่สามารถถอดรหัสได้
60b59d3b-3f41-4325-a237-b0e6c0ddf60e,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 15:57:41.153220+00:00,2025-07-20 15:57:41.156392+00:00,True,2025-10-18 15:57:41.153244+00:00,ไม่สามารถถอดรหัสได้
588593f3-c172-4090-8601-20723f25b557,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 15:54:29.342656+00:00,2025-07-20 15:54:29.346330+00:00,True,2025-10-18 15:54:29.342712+00:00,ไม่สามารถถอดรหัสได้
3c5a6eae-4245-47df-bdc9-82f1c6aad8af,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 15:53:47.139543+00:00,2025-07-20 15:53:47.141019+00:00,True,2025-10-18 15:53:47.139571+00:00,ไม่สามารถถอดรหัสได้
9565091c-f2b5-4c59-b76f-5c070655abfd,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 15:53:40.323011+00:00,2025-07-20 15:53:40.326218+00:00,True,2025-10-18 15:53:40.323046+00:00,ไม่สามารถถอดรหัสได้
a0acaab6-f682-4640-99d7-922abef36000,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 15:47:39.325284+00:00,2025-07-20 15:47:39.328147+00:00,True,2025-10-18 15:47:39.325324+00:00,ไม่สามารถถอดรหัสได้
63fe2cb7-cac4-427b-88bc-4e23bb48d6f9,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 15:46:41.615311+00:00,2025-07-20 15:46:41.620807+00:00,True,2025-10-18 15:46:41.615398+00:00,ไม่สามารถถอดรหัสได้
df44563f-ce02-408f-879e-69e8e29ca42b,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 15:42:37.763512+00:00,2025-07-20 15:42:37.765287+00:00,True,2025-10-18 15:42:37.763535+00:00,ไม่สามารถถอดรหัสได้
afb87c3b-65d1-497d-9a26-9707299d35ad,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 15:42:21.749617+00:00,2025-07-20 15:42:21.751141+00:00,True,2025-10-18 15:42:21.749643+00:00,ไม่สามารถถอดรหัสได้
5787319b-d1cb-47fc-9ee8-d3705ec9d735,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 15:42:12.157069+00:00,2025-07-20 15:42:12.158076+00:00,True,2025-10-18 15:42:12.157091+00:00,ไม่สามารถถอดรหัสได้
5ceef268-e9a5-4fea-8ab1-7ab38fdf7a71,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 15:42:01.136391+00:00,2025-07-20 15:42:01.144932+00:00,True,2025-10-18 15:42:01.136480+00:00,ไม่สามารถถอดรหัสได้
1d23120a-b5eb-4b39-9b4a-0507cb225857,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 15:38:53.563440+00:00,2025-07-20 15:38:53.564778+00:00,True,2025-10-18 15:38:53.563470+00:00,ไม่สามารถถอดรหัสได้
cfaa7d18-46cc-4785-bc72-3de413665c55,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 15:35:44.083010+00:00,2025-07-20 15:35:44.084794+00:00,True,2025-10-18 15:35:44.083038+00:00,ไม่สามารถถอดรหัสได้
e3d16d81-a365-44ed-8b73-ffc060857fee,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 15:35:35.851479+00:00,2025-07-20 15:35:35.853167+00:00,True,2025-10-18 15:35:35.851511+00:00,ไม่สามารถถอดรหัสได้
f03364a8-4b14-4a86-a43a-0abf87109f6a,SYSTEM,Auth API,127.0.0.1,admin,admin,,LOGIN,SUCCESS,PASSWORD,127.0.0.1,,,,,,2025-07-20 15:35:20.906879+00:00,2025-07-20 15:35:20.914988+00:00,True,2025-10-18 15:35:20.906953+00:00,ไม่สามารถถอดรหัสได้
